File,uuid,serie,Geo Coordinate,Image Coordinate,width,height
28 Hedel derde gedeeltelijk vierde uitgave 1959,3d67d1cd-f5a3-4919-8b5b-a426de23c5dd,"('TWEEDE HERZIENING', '3')","[[ 5.1953373 51.7081591]
 [ 5.3112942 51.7082915]
 [ 5.3112185 51.7534277]
 [ 5.1951457 51.7532952]
 [ 5.1953373 51.7081591]]","[[[ 800. 4370.]]

 [[7252. 4424.]]

 [[7287.  296.]]

 [[ 835.  242.]]]",7848,5520
29 Heusden vierde uitgave 1959,8eeb988e-b01c-4009-980b-9d01fcdf1a83,"('TWEEDE HERZIENING', '3')","[[ 5.1244824 51.7108078]
 [ 5.1955351 51.7109455]
 [ 5.1952295 51.7829626]
 [ 5.1240633 51.7828246]
 [ 5.1244824 51.7108078]]","[[[ 474. 6667.]]

 [[4523. 6684.]]

 [[4548.  232.]]

 [[ 500.  215.]]]",5424,7848
29a Poederoijen vierde uitgave 1959,6a8f6d7c-40d1-4d3f-b21f-3e61fa4e6239,"('TWEEDE HERZIENING', '3')","[[ 5.0084416 51.7604239]
 [ 5.1242887 51.7607408]
 [ 5.1240268 51.8057   ]
 [ 5.0080641 51.8053827]
 [ 5.0084416 51.7604239]]","[[[ 817. 4717.]]

 [[7268. 4716.]]

 [[7267.  587.]]

 [[ 816.  589.]]]",7840,5292
29b Gorinchem vijfde uitgave 1959,fd108397-d1b1-4285-a347-c28b9006d9bd,"('TWEEDE HERZIENING', '3')","[[ 4.9536743 51.8050705]
 [ 5.0727446 51.8054499]
 [ 5.0724319 51.8502557]
 [ 4.9532431 51.8498758]
 [ 4.9536743 51.8050705]]","[[[ 526. 4429.]]

 [[7139. 4484.]]

 [[7173.  312.]]

 [[ 561.  257.]]]",7888,4800
29c Hardinxveld vierde uitgave 1950,5539c221-3a68-45b9-80ae-95ae8cb60e9b,"('TWEEDE HERZIENING', '3')","[[ 4.8375786 51.8045876]
 [ 4.9539371 51.8050749]
 [ 4.953506  51.8498947]
 [ 4.8370318 51.8494068]
 [ 4.8375786 51.8045876]]","[[[ 574. 4648.]]

 [[7023. 4721.]]

 [[7070.  598.]]

 [[ 621.  524.]]]",7832,5316
29d Sliedrecht derde uitgave 1937,29ef9e55-b816-4332-9cef-78faad3e0fbd,"('TWEEDE HERZIENING', '3')","[[ 4.7217044 51.8039976]
 [ 4.8378189 51.8045987]
 [ 4.8372719 51.8494571]
 [ 4.7210417 51.8488552]
 [ 4.7217044 51.8039976]]","[[[ 552. 4632.]]

 [[7004. 4696.]]

 [[7045.  564.]]

 [[ 593.  500.]]]",7576,5232
30 Heesbeen derde uitgave 1955,5bc54b42-b066-4e55-938e-f24b8c203b12,"('TWEEDE HERZIENING', '3')","[[ 5.0523432 51.6791541]
 [ 5.1249689 51.6793392]
 [ 5.1245514 51.7513033]
 [ 5.0518099 51.7511179]
 [ 5.0523432 51.6791541]]","[[[ 549. 6837.]]

 [[4672. 6869.]]

 [[4721.  418.]]

 [[ 598.  386.]]]",5316,7840
31 Capelle derde uitgave 1955,862496ec-7895-4af6-bc8a-d36f39345772,"('TWEEDE HERZIENING', '3')","[[ 4.9401906 51.6862653]
 [ 5.0526337 51.6866403]
 [ 5.0522977 51.7320491]
 [ 4.9397416 51.7316735]
 [ 4.9401906 51.6862653]]","[[[ 598. 4513.]]

 [[6852. 4548.]]

 [[6876.  420.]]

 [[ 622.  385.]]]",7744,5568
32 Raamsdonk vierde uitgave 1940,d3935a7f-35b1-42fc-87bc-3be7e14672fc,"('TWEEDE HERZIENING', '3')","[[ 4.8679207 51.6878873]
 [ 4.9403444 51.688186 ]
 [ 4.939633  51.760097 ]
 [ 4.8670941 51.7597977]
 [ 4.8679207 51.6878873]]","[[[ 560. 6846.]]

 [[4682. 6868.]]

 [[4716.  414.]]

 [[ 594.  392.]]]",5568,7840
32a Nieuwendijk derde gedeeltelijk vierde uitgave 1938,b1fc8e9d-8ef5-4dc4-8849-ae5883d877da,"('TWEEDE HERZIENING', '3')","[[ 4.8381019 51.7596111]
 [ 4.9539661 51.7600963]
 [ 4.9535338 51.8051119]
 [ 4.8375539 51.804626 ]
 [ 4.8381019 51.7596111]]","[[[ 686. 4642.]]

 [[7136. 4699.]]

 [[7172.  574.]]

 [[ 722.  517.]]]",7840,5460
33 Geertruidenberg vierde uitgave 1941,9f2bac1e-d294-4cdf-ac33-0546c66c70ee,"('TWEEDE HERZIENING', '3')","[[ 4.7955556 51.6876078]
 [ 4.8683094 51.6879526]
 [ 4.8674837 51.7598343]
 [ 4.794614  51.7594888]
 [ 4.7955556 51.6876078]]","[[[ 560. 6831.]]

 [[4671. 6861.]]

 [[4718.  418.]]

 [[ 607.  387.]]]",5520,7848
33b Steelhoven tweede uitgave 1954,1d5e84d7-17b9-44e1-ac4c-caff2b5bf8ed,"('TWEEDE HERZIENING', '3')","[[ 4.8187993 51.6428159]
 [ 4.8913747 51.6431458]
 [ 4.8908828 51.6880465]
 [ 4.8182354 51.6877161]
 [ 4.8187993 51.6428159]]","[[[1140. 4742.]]

 [[5235. 4750.]]

 [[5243.  624.]]

 [[1148.  616.]]]",6368,5568
35 Lage Zwaluwe vierde uitgave 1934,68b1f0b8-f30a-4d94-945c-9405687da9e4,"('TWEEDE HERZIENING', '3')","[[ 4.6506493 51.7105604]
 [ 4.7231911 51.710994 ]
 [ 4.7221299 51.7831313]
 [ 4.6494721 51.7826968]
 [ 4.6506493 51.7105604]]","[[[ 658. 6934.]]

 [[4777. 6939.]]

 [[4785.  504.]]

 [[ 665.  499.]]]",5292,7760
36 Moerdijk vierde uitgave 1940,c2d9633a-fff3-4afd-a87e-46a779e4a722,"('TWEEDE HERZIENING', '3')","[[ 4.5790534 51.6804347]
 [ 4.651325  51.6809111]
 [ 4.6501528 51.7528691]
 [ 4.5777661 51.7523917]
 [ 4.5790534 51.6804347]]","[[[ 634. 6717.]]

 [[4761. 6729.]]

 [[4780.  280.]]

 [[ 653.  267.]]]",5184,7816
37 Noordschans derde uitgave 1940,bd556d5c-6681-4a9c-87cc-30a01e9d6745,"('TWEEDE HERZIENING', '3')","[[ 4.4631402 51.6756348]
 [ 4.5793206 51.676494 ]
 [ 4.5785101 51.7218482]
 [ 4.4622132 51.7209879]
 [ 4.4631402 51.6756348]]","[[[ 599. 4531.]]

 [[7049. 4559.]]

 [[7067.  432.]]

 [[ 617.  404.]]]",7640,5544
38 Willemstad tweede uitgave 1959,d0eb2048-a5f5-42a7-83d5-be23cb467d4a,"('TWEEDE HERZIENING', '3')","[[ 4.3897202 51.6717479]
 [ 4.4635573 51.6723536]
 [ 4.4620851 51.7443727]
 [ 4.3881303 51.7437657]
 [ 4.3897202 51.6717479]]","[[[ 794. 6784.]]

 [[4997. 6807.]]

 [[5032.  312.]]

 [[ 828.  290.]]]",5568,7896
39 Dintelsas tweede uitgave 1957,20116730-53af-4b19-88a9-1655349e3fdd,"('TWEEDE HERZIENING', '3')","[[ 4.3111283 51.6322959]
 [ 4.4266498 51.6333012]
 [ 4.4256925 51.6784102]
 [ 4.310056  51.6774036]
 [ 4.3111283 51.6322959]]","[[[ 735. 4664.]]

 [[7184. 4672.]]

 [[7190.  537.]]

 [[ 741.  529.]]]",7912,5388
41 Tien Gemeten tweede uitgave 1950,e9c9465a-671d-4858-8254-1e8e496feee1,"('TWEEDE HERZIENING', '3')","[[ 4.2741917 51.7217443]
 [ 4.3886277 51.7227754]
 [ 4.3876259 51.7680684]
 [ 4.2730751 51.7670359]
 [ 4.2741917 51.7217443]]","[[[ 190. 4354.]]

 [[6559. 4423.]]

 [[6604.  295.]]

 [[ 235.  226.]]]",7384,4848
43 Middelharnis eerste uitgave 1953,09729e2a-c458-4d7a-83f8-744b7b297673,"('TWEEDE HERZIENING', '3')","[[ 4.1387189 51.7574933]
 [ 4.2111629 51.7582424]
 [ 4.2092842 51.8302325]
 [ 4.1367246 51.8294818]
 [ 4.1387189 51.7574933]]","[[[ 811. 6577.]]

 [[4936. 6591.]]

 [[4957.  139.]]

 [[ 832.  125.]]]",5544,7768
44 Hellevoetsluis eerste uitgave 1959,577be536-de48-4c9c-9183-032a2c881cc0,"('TWEEDE HERZIENING', '3')","[[ 4.0657555 51.7723859]
 [ 4.1383287 51.7731813]
 [ 4.1363316 51.8452138]
 [ 4.0636424 51.8444167]
 [ 4.0657555 51.7723859]]","[[[ 789. 6768.]]

 [[4917. 6794.]]

 [[4957.  338.]]

 [[ 830.  312.]]]",5580,7872
45 Goedereede eerste uitgave 1960,e5c9b2ef-13cc-4dd0-a568-51626256aa6f,"('TWEEDE HERZIENING', '3')","[[ 3.9488077 51.7962322]
 [ 4.0654956 51.797605 ]
 [ 4.063916  51.8514271]
 [ 3.9470886 51.8500521]
 [ 3.9488077 51.7962322]]","[[[ 719. 5194.]]

 [[7175. 5242.]]

 [[7212.  319.]]

 [[ 756.  271.]]]",7904,5592
46 Rockanje eerste uitgave 1958,877227ca-a12a-4a1a-945c-1072873f3899,"('TWEEDE HERZIENING', '3')","[[ 4.0161154 51.843765 ]
 [ 4.0883334 51.8445863]
 [ 4.0865096 51.9077184]
 [ 4.0141902 51.9068956]
 [ 4.0161154 51.843765 ]]","[[[ 575. 6230.]]

 [[4699. 6242.]]

 [[4714.  573.]]

 [[ 590.  561.]]]",5304,7072
01a Westervoort 1925,c3885b42-f628-4f17-ac24-92c9bbdf7dd6,"('TWEEDE HERZIENING', '4')","[[ 5.9309008 51.9721629]
 [ 6.0109203 51.9717657]
 [ 6.0114221 52.0078225]
 [ 5.9313383 52.0082201]
 [ 5.9309008 51.9721629]]","[[[ 407. 3724.]]

 [[5038. 3735.]]

 [[5046.  521.]]

 [[ 415.  510.]]]",5388,4096
01b Westervoort 1925,56723d8f-7c37-4079-91a0-3d0d1746eb6e,"('TWEEDE HERZIENING', '4')","[[ 5.9304057 51.9363084]
 [ 6.010454  51.9359112]
 [ 6.0109561 51.9720521]
 [ 5.9308434 51.9724498]
 [ 5.9304057 51.9363084]]","[[[ 419. 3551.]]

 [[4950. 3569.]]

 [[4963.  356.]]

 [[ 432.  337.]]]",5388,4080
02 Reden 1925,11ca2a74-85f4-4702-bf6e-8f5a784fb765,"('TWEEDE HERZIENING', '4')","[[ 6.0106747 51.9662899]
 [ 6.0901027 51.9658419]
 [ 6.0912369 52.0380983]
 [ 6.0116807 52.0385472]
 [ 6.0106747 51.9662899]]","[[[ 404. 6818.]]

 [[4910. 6841.]]

 [[4941.  442.]]

 [[ 435.  420.]]]",5360,7339
03 Doesburg 1925,aae21870-9f50-43c6-8833-3cbc5af2e8fc,"('TWEEDE HERZIENING', '4')","[[ 6.0899957 51.9773438]
 [ 6.1784501 51.9767819]
 [ 6.1797231 52.0488101]
 [ 6.0911266 52.0493731]
 [ 6.0899957 51.9773438]]","[[[  41. 6985.]]

 [[5221. 6996.]]

 [[5235.  301.]]

 [[  55.  291.]]]",5484,7592
04 Brummen vierde uitgave 1961,011b9fbc-3a5e-455a-ba08-26c8d7bf4c35,"('TWEEDE HERZIENING', '4')","[[ 6.1131831 52.055469 ]
 [ 6.2298833 52.0546916]
 [ 6.2307319 52.0997013]
 [ 6.1139142 52.1004797]
 [ 6.1131831 52.055469 ]]","[[[ 734. 4718.]]

 [[7195. 4752.]]

 [[7216.  630.]]

 [[ 756.  596.]]]",7920,5580
04 Brummen 1925,a5e02104-cb29-4fed-ad3a-0d188ef96791,"('TWEEDE HERZIENING', '4')","[[ 6.1072709 52.0491211]
 [ 6.2276514 52.0483233]
 [ 6.2286222 52.099951 ]
 [ 6.1081027 52.10075  ]
 [ 6.1072709 52.0491211]]","[[[2632. 5105.]]

 [[7110. 5076.]]

 [[7079.  357.]]

 [[2601.  386.]]]",7568,5424
05 Zutfen 1925,aaa965aa-b728-4537-89cf-d69fc452142c,"('TWEEDE HERZIENING', '4')","[[ 6.1626986 52.1003063]
 [ 6.2360386 52.0998008]
 [ 6.2374128 52.1720166]
 [ 6.1639541 52.1725232]
 [ 6.1626986 52.1003063]]","[[[ 560. 7020.]]

 [[4693. 7043.]]

 [[4729.  589.]]

 [[ 596.  566.]]]",5304,7632
05 Zutphen vierde uitgave 1961,f6fce482-cf48-4aad-83c8-94384f083f7c,"('TWEEDE HERZIENING', '4')","[[ 6.162725  52.100142 ]
 [ 6.2392523 52.0996135]
 [ 6.240626  52.1715287]
 [ 6.1639753 52.1720583]
 [ 6.162725  52.100142 ]]","[[[ 530. 6736.]]

 [[4813. 6758.]]

 [[4846.  302.]]

 [[ 563.  280.]]]",5580,7904
06 Gorsel noord 1925,c0bfcfb3-284e-49fc-8390-d190335f4677,"('TWEEDE HERZIENING', '4')","[[ 6.1332252 52.2085019]
 [ 6.2209251 52.207915 ]
 [ 6.2216004 52.243962 ]
 [ 6.1338295 52.2445496]
 [ 6.1332252 52.2085019]]","[[[ 253. 3851.]]

 [[5150. 3891.]]

 [[5180.  153.]]

 [[ 284.  112.]]]",5448,4416
06 Gorsel zuid 1925,ceee6b66-47b3-41bf-b470-e1cc6a0f3349,"('TWEEDE HERZIENING', '4')","[[ 6.1326278 52.1725858]
 [ 6.2206363 52.1719968]
 [ 6.2213096 52.2079863]
 [ 6.13323   52.2085759]
 [ 6.1326278 52.1725858]]","[[[ 272. 3893.]]

 [[5175. 3929.]]

 [[5200.  531.]]

 [[ 297.  496.]]]",5456,4416
06 Gorssel vierde uitgave 1960,427623c0-4583-4b49-887c-b8b3f5c00f47,"('TWEEDE HERZIENING', '4')","[[ 6.1338536 52.1722213]
 [ 6.2072582 52.1717339]
 [ 6.2085834 52.2436642]
 [ 6.1350602 52.2441527]
 [ 6.1338536 52.1722213]]","[[[ 781. 6594.]]

 [[4911. 6611.]]

 [[4938.  163.]]

 [[ 809.  145.]]]",5580,7736
07 Deventer oost 1927,259979df-57f8-4f3f-8a73-6f42a9779441,"('TWEEDE HERZIENING', '4')","[[ 6.1390062 52.2443015]
 [ 6.20489   52.2438637]
 [ 6.2058337 52.2951524]
 [ 6.1398739 52.2955908]
 [ 6.1390062 52.2443015]]","[[[ 263. 5182.]]

 [[4002. 5200.]]

 [[4025.  351.]]

 [[ 285.  334.]]]",4284,5384
07 Deventer west 1927,7bb85700-3d7b-47a6-baaf-85216d92c265,"('TWEEDE HERZIENING', '4')","[[ 6.073125  52.2448605]
 [ 6.1391871 52.2444584]
 [ 6.140053  52.2956336]
 [ 6.073915  52.2960364]
 [ 6.073125  52.2448605]]","[[[ 248. 5007.]]

 [[3992. 5022.]]

 [[4011.  213.]]

 [[ 268.  198.]]]",4284,5368
08 Olst noord 1927,9f940a0f-b296-468f-ba14-551616c50b90,"('TWEEDE HERZIENING', '4')","[[ 6.0543495 52.3321253]
 [ 6.1357229 52.3316382]
 [ 6.1363297 52.3675861]
 [ 6.0548904 52.3680737]
 [ 6.0543495 52.3321253]]","[[[ 481. 3813.]]

 [[4985. 3812.]]

 [[4984.  494.]]

 [[ 480.  496.]]]",5448,4296
08 Olst zuid 1927,d2d4f199-ae3f-44c7-98a8-c03b127357ba,"('TWEEDE HERZIENING', '4')","[[ 6.0535891 52.2962269]
 [ 6.1350009 52.2957399]
 [ 6.1356053 52.3316181]
 [ 6.0541277 52.3321057]
 [ 6.0535891 52.2962269]]","[[[ 479. 3884.]]

 [[4970. 3897.]]

 [[4980.  266.]]

 [[ 489.  253.]]]",5448,4296
09 Wijhe noord 1927,ee189ff2-ebd7-4b9e-9c38-404206d14c42,"('TWEEDE HERZIENING', '4')","[[ 6.0656569 52.4027196]
 [ 6.1543229 52.4021783]
 [ 6.1549309 52.4372508]
 [ 6.0661946 52.4377926]
 [ 6.0656569 52.4027196]]","[[[ 268. 4229.]]

 [[5177. 4248.]]

 [[5193.  260.]]

 [[ 284.  241.]]]",5432,4392
09 Wijhe zuid 1927,f627fc28-39df-4d37-aa22-ad074ce1e63c,"('TWEEDE HERZIENING', '4')","[[ 6.0655875 52.3679487]
 [ 6.1535161 52.3674119]
 [ 6.1541208 52.402364 ]
 [ 6.0661228 52.4029013]
 [ 6.0655875 52.3679487]]","[[[ 300. 4115.]]

 [[5402. 3771.]]

 [[5159.  177.]]

 [[  58.  521.]]]",5432,4380
10 Hattem oost 1931,5eb6c552-de69-497b-9217-5c59c1d75199,"('TWEEDE HERZIENING', '4')","[[ 6.0960201 52.4375149]
 [ 6.154628  52.4371497]
 [ 6.1554887 52.4867122]
 [ 6.0968151 52.4870779]
 [ 6.0960201 52.4375149]]","[[[  37. 5356.]]

 [[4222. 5358.]]

 [[4225.   28.]]

 [[  40.   26.]]]",4264,5412
11 Zwolle oost 1931,30f091ab-2f47-4748-a4fb-d83d4c6d35b9,"('TWEEDE HERZIENING', '4')","[[ 6.0538585 52.4871693]
 [ 6.1216068 52.486769 ]
 [ 6.1225162 52.5413973]
 [ 6.054684  52.5417982]
 [ 6.0538585 52.4871693]]","[[[ 262. 5377.]]

 [[4049. 5375.]]

 [[4046.  442.]]

 [[ 259.  445.]]]",4328,5712
11 Zwolle vierde gedeeltelijk derde uitgave 1950,e0a6c54a-29b3-4ad0-b47b-b46cc7ef5f4f,"('TWEEDE HERZIENING', '4')","[[ 5.9878534 52.4873695]
 [ 6.120524  52.4866231]
 [ 6.1214267 52.5409313]
 [ 5.9885928 52.5416789]
 [ 5.9878534 52.4873695]]","[[[ 178. 5063.]]

 [[7413. 5166.]]

 [[7483.  252.]]

 [[ 247.  150.]]]",7632,5592
11 Zwolle west 1931,5165dae4-017d-4872-8fba-b239f87c38a7,"('TWEEDE HERZIENING', '4')","[[ 5.9878174 52.4874106]
 [ 6.0542153 52.4870556]
 [ 6.0550333 52.5411569]
 [ 5.988554  52.5415124]
 [ 5.9878174 52.4874106]]","[[[ 219. 5187.]]

 [[4052. 5194.]]

 [[4060.  257.]]

 [[ 228.  250.]]]",4336,5460
11A Hasselt derde uitgave 1951,bd07e4c7-6b1e-404c-8d19-b2865ce008f7,"('TWEEDE HERZIENING', '4')","[[ 6.0534876 52.5412295]
 [ 6.1418952 52.5407001]
 [ 6.1431267 52.6125428]
 [ 6.0545748 52.6130732]
 [ 6.0534876 52.5412295]]","[[[ 289. 6925.]]

 [[5193. 6947.]]

 [[5222.  506.]]

 [[ 318.  483.]]]",5532,7544
11B Zwartsluis derde gedeeltelijk vierde uitgave 1951,fbe1d6d6-996c-42f1-8aa0-50a8f22e8c8b,"('TWEEDE HERZIENING', '4')","[[ 5.9643803 52.613577 ]
 [ 6.0976513 52.6128548]
 [ 6.0985229 52.6667825]
 [ 5.9650885 52.6675059]
 [ 5.9643803 52.613577 ]]","[[[ 307. 5088.]]

 [[7546. 5156.]]

 [[7592.  239.]]

 [[ 354.  171.]]]",7872,5580
11C Zwartemeer tweede gedeeltelijk vierde uitgave 1959,56c39406-850e-49c6-b582-edf1134ad810,"('TWEEDE HERZIENING', '4')","[[ 5.8462042 52.6004789]
 [ 5.9645338 52.5999627]
 [ 5.9652423 52.6539266]
 [ 5.8467676 52.6544436]
 [ 5.8462042 52.6004789]]","[[[ 431. 5111.]]

 [[6884. 5149.]]

 [[6913.  230.]]

 [[ 461.  191.]]]",7304,5520
12 Kampen noord 1932,0590d1a0-383d-48e0-83d6-c5f23ebe1989,"('TWEEDE HERZIENING', '4')","[[ 5.8998867 52.5417991]
 [ 5.9892493 52.5413793]
 [ 5.9897501 52.5780327]
 [ 5.9003132 52.578453 ]
 [ 5.8998867 52.5417991]]","[[[  51. 3707.]]

 [[5186. 3742.]]

 [[5209.  362.]]

 [[  74.  327.]]]",5464,4380
12 Kampen zuid 1932,c813ed18-2d97-4a69-b924-1ad34c88c97d,"('TWEEDE HERZIENING', '4')","[[ 5.8996627 52.5051988]
 [ 5.9882671 52.5047828]
 [ 5.988769  52.5416219]
 [ 5.9000907 52.5420384]
 [ 5.8996627 52.5051988]]","[[[ 275. 3713.]]

 [[5339. 3741.]]

 [[5357.  362.]]

 [[ 293.  335.]]]",5456,4380
12A Ganzendiep en Goot oost 1933,e5c404f6-3670-4d99-8a5d-b5b0582935fe,"('TWEEDE HERZIENING', '4')","[[ 5.9668884 52.5779882]
 [ 6.0333171 52.5776452]
 [ 6.034043  52.6270827]
 [ 5.9675397 52.6274261]
 [ 5.9668884 52.5779882]]","[[[  83. 4980.]]

 [[4088. 5002.]]

 [[4112.  472.]]

 [[ 108.  450.]]]",4400,5520
12A Ganzendiep en Goot west 1933,9b7d8f40-93fe-499f-aa24-8b188439cb65,"('TWEEDE HERZIENING', '4')","[[ 5.9001403 52.5781932]
 [ 5.9672667 52.5778843]
 [ 5.9679196 52.6274131]
 [ 5.9007176 52.6277225]
 [ 5.9001403 52.5781932]]","[[[ 346. 5114.]]

 [[4234. 5114.]]

 [[4234.  457.]]

 [[ 346.  457.]]]",4344,5520
13 Keteldiep oost 1933,21071d38-3e53-4964-95f4-78f660295e6c,"('TWEEDE HERZIENING', '4')","[[ 5.7714437 52.5585126]
 [ 5.8359639 52.5582862]
 [ 5.8365138 52.612232 ]
 [ 5.7719146 52.6124588]
 [ 5.7714437 52.5585126]]","[[[ 394. 5222.]]

 [[4236. 5222.]]

 [[4236.  298.]]

 [[ 394.  298.]]]",4392,5520
13 Keteldiep west 1933,70d2503d-3646-4d30-baf2-6b5d5080bed8,"('TWEEDE HERZIENING', '4')","[[ 5.8357255 52.5581582]
 [ 5.9005387 52.5578956]
 [ 5.9011717 52.6121768]
 [ 5.8362786 52.6124399]
 [ 5.8357255 52.5581582]]","[[[ 417. 5230.]]

 [[4028. 5235.]]

 [[4035.  295.]]

 [[ 424.  290.]]]",4376,5520
13 Hardinxveld oost,69d3b74e-9644-43ad-8bab-ec8018eccfbe,"('VASSEN-HERZIENING', '1')","[[ 4.8948966 51.7991438]
 [ 4.9538254 51.7993763]
 [ 4.9533929 51.8443409]
 [ 4.8944053 51.8441082]
 [ 4.8948966 51.7991438]]","[[[ 385. 4468.]]

 [[4044. 4503.]]

 [[4084.  335.]]

 [[ 425.  299.]]]",4256,4836
13 Hardinxveld west,e3c006ec-3d05-4e14-9c9d-12d672124c3d,"('VASSEN-HERZIENING', '1')","[[ 4.8377566 51.7987553]
 [ 4.9009696 51.7990342]
 [ 4.9004812 51.8442928]
 [ 4.8372047 51.8440134]
 [ 4.8377566 51.7987553]]","[[[ 250. 4521.]]

 [[3775. 4552.]]

 [[3812.  448.]]

 [[ 287.  416.]]]",4336,5124
14 Sliedrecht oost,3838e580-a49c-4de4-ad28-6988537fce2f,"('VASSEN-HERZIENING', '1')","[[ 4.7796672 51.7962911]
 [ 4.8379558 51.7965784]
 [ 4.8374065 51.8416435]
 [ 4.7790595 51.8413558]
 [ 4.7796672 51.7962911]]","[[[ 250. 4521.]]

 [[3775. 4552.]]

 [[3812.  448.]]

 [[ 287.  416.]]]",4272,5304
14 Sliedrecht west,5d1776e6-cf34-4ea1-8285-c30da6bc5ac3,"('VASSEN-HERZIENING', '1')","[[ 4.7217144 51.7960341]
 [ 4.7803354 51.796352 ]
 [ 4.7797311 51.841223 ]
 [ 4.7210517 51.8409048]
 [ 4.7217144 51.7960341]]","[[[ 304. 4749.]]

 [[4195. 4722.]]

 [[4167.  563.]]

 [[ 275.  590.]]]",4296,5304
15 Dordrecht oost,325ac0df-4f30-4a26-8bec-9d3c958c1aa2,"('VASSEN-HERZIENING', '1')","[[ 4.6576172 51.7841041]
 [ 4.7222435 51.7844883]
 [ 4.7214418 51.8388123]
 [ 4.6567376 51.8384276]
 [ 4.6576172 51.7841041]]","[[[ 547. 5228.]]

 [[3946. 5246.]]

 [[3971.  365.]]

 [[ 573.  347.]]]",4344,5568
15a Alblasserdam Zuid,9598ba35-96ec-4f98-a346-49bc50724a18,"('VASSEN-HERZIENING', '1')","[[ 4.5989843 51.8379338]
 [ 4.6867568 51.8384903]
 [ 4.6861939 51.8746578]
 [ 4.5983509 51.8741008]
 [ 4.5989843 51.8379338]]","[[[  50. 3931.]]

 [[5146. 4296.]]

 [[5416.  528.]]

 [[ 320.  163.]]]",5496,4344
16 Puttershoek Noord 1931,2e69d072-d702-46f6-9960-d1d7ff5c5184,"('VASSEN-HERZIENING', '1')","[[ 4.5138035 51.8192545]
 [ 4.5984319 51.8198538]
 [ 4.5977983 51.8560283]
 [ 4.5131019 51.8554283]
 [ 4.5138035 51.8192545]]","[[[  90. 3691.]]

 [[5142. 3707.]]

 [[5153.  387.]]

 [[ 101.  371.]]]",5484,4136
16 Puttershoek Zuid 1931,9fc1f510-4e41-436e-ae7f-a52e4a219dcb,"('VASSEN-HERZIENING', '1')","[[ 4.5148429 51.7833432]
 [ 4.5989327 51.7839384]
 [ 4.5983029 51.8199558]
 [ 4.5141459 51.8193599]
 [ 4.5148429 51.7833432]]","[[[ 330. 3688.]]

 [[5409. 3708.]]

 [[5423.   97.]]

 [[ 344.   78.]]]",5484,4136
02 Pannerden noord,b8608e2e-c72c-4f99-a73f-4a7e87080425,"('VASSEN-HERZIENING', '2')","[[ 5.9971416 51.8928362]
 [ 6.0701452 51.8924343]
 [ 6.0706936 51.9284998]
 [ 5.9976313 51.9289021]
 [ 5.9971416 51.8928362]]","[[[ 519. 3823.]]

 [[4842. 3827.]]

 [[4846.  451.]]

 [[ 522.  446.]]]",5148,4104
02 Pannerden zuid,97992033-ed5b-4390-af3b-7e56e34000a8,"('VASSEN-HERZIENING', '2')","[[ 5.9969091 51.8568915]
 [ 6.0694983 51.856492 ]
 [ 6.0700463 51.8926074]
 [ 5.9973988 51.8930073]
 [ 5.9969091 51.8568915]]","[[[ 494. 3656.]]

 [[4621. 3675.]]

 [[4636.  439.]]

 [[ 508.  420.]]]",5148,4112
11 Vianen oost,0e3439bd-dfc1-435e-a5df-be6464462722,"('VASSEN-HERZIENING', '2')","[[ 5.0906384 51.9601038]
 [ 5.1572914 51.9602529]
 [ 5.1570372 52.0098616]
 [ 5.0903104 52.0097123]
 [ 5.0906384 51.9601038]]","[[[ 221. 4816.]]

 [[4193. 4841.]]

 [[4221.  393.]]

 [[ 249.  368.]]]",4392,5344
11 Vianen west,662af9c4-2706-459e-8fe7-d762a300b525,"('VASSEN-HERZIENING', '2')","[[ 5.0261028 51.9599649]
 [ 5.0951247 51.9601565]
 [ 5.0948014 52.0098035]
 [ 5.0257031 52.0096117]
 [ 5.0261028 51.9599649]]","[[[ 333. 4893.]]

 [[3921. 4903.]]

 [[3934.  422.]]

 [[ 345.  412.]]]",4328,5376
12 Ameide oost,623e060a-b39c-4359-abee-60fc32b6c96c,"('VASSEN-HERZIENING', '2')","[[ 4.9667528 51.9356963]
 [ 5.0267798 51.9358955]
 [ 5.0263764 51.9861216]
 [ 4.9662822 51.985922 ]
 [ 4.9667528 51.9356963]]","[[[  69. 5064.]]

 [[3977. 5087.]]

 [[4005.  497.]]

 [[  96.  474.]]]",4168,5544
12 Ameide west,d744f0dd-e434-4910-9b84-37d2a4790fdd,"('VASSEN-HERZIENING', '2')","[[ 4.9075457 51.9354687]
 [ 4.9671598 51.9356968]
 [ 4.9666894 51.9859433]
 [ 4.9070086 51.985715 ]
 [ 4.9075457 51.9354687]]","[[[  96. 4955.]]

 [[3732. 4987.]]

 [[3773.  356.]]

 [[ 137.  324.]]]",4176,5436
13 Schoonhoven oost,fa3d3d33-930b-40e6-922c-4dd3f2a0e794,"('VASSEN-HERZIENING', '2')","[[ 4.8442871 51.9077241]
 [ 4.9074727 51.9079989]
 [ 4.9069925 51.9529489]
 [ 4.8437437 51.9526737]
 [ 4.8442871 51.9077241]]","[[[ 145. 4492.]]

 [[4027. 4532.]]

 [[4069.  395.]]

 [[ 187.  356.]]]",4264,4884
